#TYPE System.Management.Automation.PSCustomObject
"Name","LocalPackage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E44400","@{LocalPackage=C:\Windows\Installer\2bbb5c1c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E46400","@{LocalPackage=C:\Windows\Installer\6d577177.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E47500","@{LocalPackage=C:\Windows\Installer\b0b1c0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E48400","@{LocalPackage=C:\Windows\Installer\17ed9ddc.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E4A500","@{LocalPackage=C:\Windows\Installer\12d8e24.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA21B0E4F500","@{LocalPackage=C:\Windows\Installer\9f656e2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E40500","@{LocalPackage=C:\Windows\Installer\92fd28c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E41500","@{LocalPackage=C:\Windows\Installer\2a11e47b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E48500","@{LocalPackage=C:\Windows\Installer\90b49073.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E4A500","@{LocalPackage=C:\Windows\Installer\2fc2f6b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E4D500","@{LocalPackage=C:\Windows\Installer\24eb3a2c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3151E4F400","@{LocalPackage=C:\Windows\Installer\f6fcaf5.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3180E40700","@{LocalPackage=C:\Windows\Installer\445931ab.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3180E41700","@{LocalPackage=C:\Windows\Installer\b59bb9f6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3180E47600","@{LocalPackage=C:\Windows\Installer\485d7dad.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA3180E4A600","@{LocalPackage=C:\Windows\Installer\67ef106c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31A0E40600","@{LocalPackage=C:\Windows\Installer\8d775b3d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31A0E42800","@{LocalPackage=C:\Windows\Installer\2acdfc19.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31A0E43800","@{LocalPackage=C:\Windows\Installer\3296c8f8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31A0E45600","@{LocalPackage=C:\Windows\Installer\6dd993a0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31A0E4B700","@{LocalPackage=C:\Windows\Installer\603cdc2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31C0E42400","@{LocalPackage=C:\Windows\Installer\5605ff22.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31C0E43400","@{LocalPackage=C:\Windows\Installer\20a3f622.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31C0E44400","@{LocalPackage=C:\Windows\Installer\af2ed89f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA31C0E48400","@{LocalPackage=C:\Windows\Installer\147b4aac.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA4160E42400","@{LocalPackage=C:\Windows\Installer\5099ea38.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA4160E4A400","@{LocalPackage=C:\Windows\Installer\923e62.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA4190E4F500","@{LocalPackage=C:\Windows\Installer\deda7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA41C0E4B400","@{LocalPackage=C:\Windows\Installer\1c957.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA51B0E47400","@{LocalPackage=C:\Windows\Installer\e47d7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA6110E45700","@{LocalPackage=C:\Windows\Installer\ef2e1d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA6110E45900","@{LocalPackage=C:\Windows\Installer\23a1808.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA6130F4A500","@{LocalPackage=C:\Windows\Installer\253d34c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7110E4D700","@{LocalPackage=C:\Windows\Installer\df31ec.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7110E4EC00","@{LocalPackage=C:\Windows\Installer\a0b3da.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7110E4FA00","@{LocalPackage=C:\Windows\Installer\1eb316e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7130F4C300","@{LocalPackage=C:\Windows\Installer\257af9f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7160F4C900","@{LocalPackage=C:\Windows\Installer\dd4748.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7180F46F00","@{LocalPackage=C:\Windows\Installer\1b90c89.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA7180F4AE00","@{LocalPackage=C:\Windows\Installer\1a76fdd.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA8110053A00","@{LocalPackage=C:\Windows\Installer\14a4692.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA812005FC00","@{LocalPackage=C:\Windows\Installer\2b5e023.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA8120150000","@{LocalPackage=C:\Windows\Installer\4a2892.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA8120155E00","@{LocalPackage=C:\Windows\Installer\f94f99.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA8120157100","@{LocalPackage=C:\Windows\Installer\7efba7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA812015FF00","@{LocalPackage=C:\Windows\Installer\1af855d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68C826466EFF46E45A4770B8E89FE129","@{LocalPackage=C:\Windows\Installer\811c669.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6994EB70755571A4B989DA75886370AE","@{LocalPackage=C:\Windows\Installer\8874b42.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\69E7981F69CE7E94A851D9A8586D864B","@{LocalPackage=C:\Windows\Installer\91a2a541.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\69EA684C1A1E83A40BE7062C60707982","@{LocalPackage=C:\Windows\Installer\8ca39957.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6A539C19DC69615408307E7EC509B883","@{LocalPackage=C:\Windows\Installer\811cc9e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6A87616A2B36DCE4089E1EF16481029F","@{LocalPackage=C:\Windows\Installer\6f90bce0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6A894A48D4C413B45873112ECA3A0C1A","@{LocalPackage=C:\Windows\Installer\af4081d7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6A8CCDEB2B1C8EB4EA52D956C8107D2B","@{LocalPackage=C:\Windows\Installer\811c663.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6A9EF8A7CBB27F842AFC52876FE08C59","@{LocalPackage=C:\Windows\Installer\811ccc2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6B2F12A539DC3614FAA9A54DB7C08663","@{LocalPackage=C:\Windows\Installer\8874621.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6B4DA2ACE33144F469D01B873C50F4C7","@{LocalPackage=C:\Windows\Installer\811d0bb.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6B507AFEDE8EA9E4C9128726E2452A6B","@{LocalPackage=C:\Windows\Installer\41b672bb.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6B7F19FB76460984B9B19F771B612063","@{LocalPackage=C:\Windows\Installer\8591640.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6C8C07F4EB2F298418FE1009129C12DD","@{LocalPackage=C:\Windows\Installer\8ca39937.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6CF336F337E67D24ABD41D01369D532D","@{LocalPackage=C:\Windows\Installer\c2ea39f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6D33686736D0CC148A2916D7FD674621","@{LocalPackage=C:\Windows\Installer\c2ea4c0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6D56F39047F338E478CE4F329DA00873","@{LocalPackage=C:\Windows\Installer\811c4c7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6D61A6B277EDAA241B65868A015E1C0F","@{LocalPackage=C:\Windows\Installer\811c65d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6DE124FC6272F2C44A9F28A186C11031","@{LocalPackage=C:\Windows\Installer\2387119c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6E955076527548B41AC6809577F152ED","@{LocalPackage=C:\Windows\Installer\811c9f6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6ED78FFF206656F4DB574D180E35D9DC","@{LocalPackage=C:\Windows\Installer\811cf3e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6EF865C5962A88A42865CDA1B8986E22","@{LocalPackage=C:\Windows\Installer\8874a2d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6F1D3A24F25C06B4F9EADD31068F3AE9","@{LocalPackage=C:\Windows\Installer\811c6d2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\700CB6762B37B764DA62684A2A1F9BD6","@{LocalPackage=C:\Windows\Installer\5c0997d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7064B62218DD02F4298A9986573C240E","@{LocalPackage=C:\Windows\Installer\811d1c6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\70C9B180991A6644B87E20ABACB839E7","@{LocalPackage=C:\Windows\Installer\8fad94f6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\70F0167A448E4444E8D15DCBA80D4B5C","@{LocalPackage=C:\Windows\Installer\811d039.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\718394FBDDAC31F4BB1595F8ABBB25A1","@{LocalPackage=C:\Windows\Installer\8874661.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\71C6576B3E92B8745B5866E1E92A686D","@{LocalPackage=C:\Windows\Installer\8fc77a1c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\71EC24A47DA73294CBFE23BE7BE545FE","@{LocalPackage=C:\Windows\Installer\8ca399dc.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\72819F75E50531343AFDEEB60D4BA162","@{LocalPackage=C:\Windows\Installer\811c66f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\72DE9ED31011BCD4186ACE0825ACBD3D","@{LocalPackage=C:\Windows\Installer\8874844.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\735AD9DCDD10A5C468452FC359C5127F","@{LocalPackage=C:\Windows\Installer\4febae3.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\73D53805E0F288148AEC9CE40D94DBFB","@{LocalPackage=C:\Windows\Installer\33eb676c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\73FDC634FF36460419610F58CF03E41C","@{LocalPackage=C:\Windows\Installer\44745d8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\746B03EF97D8C2348833D6422DC74529","@{LocalPackage=C:\Windows\Installer\44745e6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\746B43960087A7E438888C3501E6990B","@{LocalPackage=C:\Windows\Installer\2ec0399b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\757B982C69E65254380977FCCD8F308F","@{LocalPackage=C:\Windows\Installer\811d192.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\75C4A0FF2D2AACA4D95F32BD497A811A","@{LocalPackage=C:\Windows\Installer\88746e0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\75E31BDC70CD1DD4996AF1B1983F76F1","@{LocalPackage=C:\Windows\Installer\c2ea67b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\76DB51F4B8B0FC04DA7950BD9E579BF5","@{LocalPackage=C:\Windows\Installer\8b009941.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\776B15601E588DC4EA74A57DDBB8755F","@{LocalPackage=C:\Windows\Installer\8fc77ad5.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\778A29BB3443FAF44BBB74B07929FAEB","@{LocalPackage=C:\Windows\Installer\8874749.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7822B89B192B5B149877147027ECFF0D","@{LocalPackage=C:\Windows\Installer\811cbbf.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7887469DF33C9A64C867E688E67F934D","@{LocalPackage=C:\Windows\Installer\58e7cff9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\792E3B622C9A7644BB4D34C746D24388","@{LocalPackage=C:\Windows\Installer\8fad9955.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\796A3D6E8CB57DD418942081EB5E180F","@{LocalPackage=C:\Windows\Installer\811c696.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\79FEA0A94D1A4D84FAB5934138DF8303","@{LocalPackage=C:\Windows\Installer\811d0e7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7A2BE2A3D2F90AF4EA08DAA1A5207AAA","@{LocalPackage=C:\Windows\Installer\811c99e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7A51D0E721F188E4AA40857E2A3C6664","@{LocalPackage=C:\Windows\Installer\8fad957c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7B1B1472F34460C4AB83BDBF0F446897","@{LocalPackage=C:\Windows\Installer\6cd61324.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7BDECE8A3A98F5D458C02374A65CC76B","@{LocalPackage=C:\Windows\Installer\c2ea4ae.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7BF4D60752C6EBF4BBC94B7E80E85588","@{LocalPackage=C:\Windows\Installer\8fad97b9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7C6B1991239A90A43B076B6E73F5677F","@{LocalPackage=C:\Windows\Installer\41b67301.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7CB234A9616990C48BD4EE53CF72D44C","@{LocalPackage=C:\Windows\Installer\b9748033.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7D04849B38A7A244EB07E0B33D175E8A","@{LocalPackage=C:\Windows\Installer\238712c0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7D510123C7D463E408527DF757C1B356","@{LocalPackage=C:\Windows\Installer\904c1e9f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7D72F388E79904442AD284FDA122D816","@{LocalPackage=C:\Windows\Installer\58e7d03c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7D9635C3EABC9E3468F94D196CA3ADA5","@{LocalPackage=C:\Windows\Installer\6f90be15.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7DE0EE1C056DF474FAE9D5CE0A360ED8","@{LocalPackage=C:\Windows\Installer\811c4af.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\7E5650ACCB12F5A4C9F3548A8C0FC0CD","@{LocalPackage=C:\Windows\Installer\af40822e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\80311853EBC23034592A2D4DF6C3996B","@{LocalPackage=C:\Windows\Installer\41b672ec.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\806B2B7B4734152428FA6A68BCC8CFC8","@{LocalPackage=C:\Windows\Installer\811cfa1.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\80D4368FFB19FA84BBE51B6FA18DA00F","@{LocalPackage=C:\Windows\Installer\811c624.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\810C6D897EA7E9E4B8C4933E263469A6","@{LocalPackage=C:\Windows\Installer\811ca22.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\814249E8ED7D4A842801DA990460FEAA","@{LocalPackage=C:\Windows\Installer\8fad9755.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\8143A94B2DBEFBD439923BA60D3DF95C","@{LocalPackage=C:\Windows\Installer\5b4d627.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\82147A9DAC1875044A2FDF6CC90375E2","@{LocalPackage=C:\Windows\Installer\8fad96f6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\833455E03AAC50B459B86C2F8215BD05","@{LocalPackage=C:\Windows\Installer\2f91fc8f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\834A1CE111990B048B4A7D73F40EBC43","@{LocalPackage=C:\Windows\Installer\469b283b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\8375E4A55D6EEBA43BCE358D92DC82C7","@{LocalPackage=C:\Windows\Installer\33eb673f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\83DA70C8BE832334CB3B5FA5779C72FD","@{LocalPackage=C:\Windows\Installer\811c63d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\84354FD615D15DA4D93636ABA8B39F8E","@{LocalPackage=C:\Windows\Installer\41b672d7.msp}"
